Stranding ID,Period,Season,Condition,INOFF,LatDD,LongDD,SCL (cm),SizeClass,Number of Trash Items,Mass of Trash Items
19940609KXM01,1987-1999,Summer,Fresh Dead,Inshore,28.175,-97.01833333,30.4,Recruit,0,0
19941201AFA01,1987-1999,Winter,Fresh Dead,Inshore,27.84166667,-97.05666667,36.4,Transitional,6,0.3
19941102KXM01,1987-1999,Fall,Fresh Dead,Inshore,27.905,-97.055,38.5,Transitional,3,0.64
19960207TPW02,1987-1999,Winter,Fresh Dead,Inshore,26.05666667,-97.17666667,24.6,Pelagic,0,0
19960104TXP01,1987-1999,Winter,Fresh Dead,Inshore,26.06833333,-97.16333333,30.6,Recruit,0,0
19960207TPW01,1987-1999,Winter,Fresh Dead,Inshore,26.05666667,-97.17666667,36.1,Transitional,0,0
19970819DXH01,1987-1999,Summer,Fresh Dead,Inshore,26.06833333,-97.15666667,22,Pelagic,35,0.69
19970123JXP01,1987-1999,Winter,Fresh Dead,Inshore,27.08333333,-97.44333333,25.5,Recruit,0,0
19970120CXF03,1987-1999,Winter,Fresh Dead,Inshore,27.08333333,-97.44333333,27.5,Recruit,0,0
19970115CXR02,1987-1999,Winter,Fresh Dead,Inshore,26.095783,-97.167565,29.9,Recruit,0,0
19970122CXF03,1987-1999,Winter,Fresh Dead,Inshore,27.08333333,-97.44333333,30.6,Recruit,0,0
19970120CXF01,1987-1999,Winter,Fresh Dead,Inshore,27.155,-97.435,31,Recruit,0,0
19970120CXF02,1987-1999,Winter,Fresh Dead,Inshore,27.155,-97.435,33,Recruit,0,0
19970121CXF01,1987-1999,Winter,Fresh Dead,Inshore,27.705,-97.28166667,33.1,Recruit,0,0
19970121CXF02,1987-1999,Winter,Fresh Dead,Inshore,27.83333333,-97.37833333,33.9,Recruit,0,0
19971203AFA01,1987-1999,Winter,Fresh Dead,Inshore,27.84166667,-97.075,34,Recruit,0,0
19970117CXR02,1987-1999,Winter,Fresh Dead,Inshore,26.105,-97.17333333,35.4,Transitional,0,0
19970116CXR05,1987-1999,Winter,Fresh Dead,Inshore,26.075,-97.21833333,35.5,Transitional,0,0
19970122CXF01,1987-1999,Winter,Fresh Dead,Inshore,27.705,-97.28166667,36.1,Transitional,0,0
19970116CXR01,1987-1999,Winter,Fresh Dead,Inshore,26.075,-97.16666667,36.5,Transitional,0,0
19970117BXG02,1987-1999,Winter,Fresh Dead,Inshore,26.04833333,-97.155,36.7,Transitional,0,0
19970115TXG01,1987-1999,Winter,Fresh Dead,Inshore,27.88833333,-97.10666667,36.9,Transitional,0,0
19970117BXG01,1987-1999,Winter,Fresh Dead,Inshore,26.055,-97.155,37.3,Transitional,0,0
19970116CXR04,1987-1999,Winter,Fresh Dead,Inshore,26.075,-97.215,39,Transitional,0,0
19970122AFA01,1987-1999,Winter,Fresh Dead,Inshore,27.895,-97.125,39.5,Transitional,0,0
19970125KXM01,1987-1999,Winter,Fresh Dead,Inshore,28.10666667,-97.19166667,41,Transitional,0,0
19970120CXF04,1987-1999,Winter,Fresh Dead,Inshore,26.99666667,-97.45,44,Transitional,0,0
19970122CXF02,1987-1999,Winter,Fresh Dead,Inshore,27.155,-97.435,48.8,Subadult,0,0
19970124AXB01,1987-1999,Winter,Fresh Dead,Inshore,27.88666667,-97.115,49.9,Subadult,0,0
19970120CXF06,1987-1999,Winter,Fresh Dead,Inshore,27.02833333,-97.44666667,53.4,Subadult,0,0
19970120CXF05,1987-1999,Winter,Fresh Dead,Inshore,26.98166667,-97.45166667,54.5,Subadult,0,0
19981231DJS02,1987-1999,Winter,Fresh Dead,Inshore,27.47333333,-97.30833333,26.4,Recruit,0,0
19980523AFA01,1987-1999,Spring,Fresh Dead,Inshore,27.795,-97.38833333,29.5,Recruit,14,0.51
19981110AFA01,1987-1999,Fall,Fresh Dead,Inshore,27.835,-97.045,31.1,Recruit,0,0
19981013CXS01,1987-1999,Fall,Fresh Dead,Inshore,26.06833333,-97.15833333,32.9,Recruit,0,0
19981231DJS01,1987-1999,Winter,Fresh Dead,Inshore,27.47333333,-97.30833333,33.3,Recruit,0,0
19981228CXS01,1987-1999,Winter,Fresh Dead,Inshore,26.06166667,-97.16,33.9,Recruit,0,0
19981228CXS02,1987-1999,Winter,Fresh Dead,Inshore,26.06166667,-97.16,36.1,Transitional,0,0
19980920CXS01,1987-1999,Fall,Fresh Dead,Inshore,NA,NA,46.2,Subadult,0,0
19990610AFA01,1987-1999,Summer,Fresh Dead,Inshore,27.85,-97.06166667,16.2,Pelagic,0,0
19990105CXS04,1987-1999,Winter,Fresh Dead,Inshore,26.08,-97.24666667,24.4,Pelagic,0,0
19990513TPW03,1987-1999,Spring,Fresh Dead,Inshore,26.03,-97.17166667,27.1,Recruit,1,0.001
19991021AFA01,1987-1999,Fall,Fresh Dead,Inshore,27.83333333,-97.04333333,29.2,Recruit,0,0
19990105CXS02,1987-1999,Winter,Fresh Dead,Inshore,26.085,-97.26833333,29.8,Recruit,0,0
19990219AFA01,1987-1999,Winter,Fresh Dead,Inshore,27.83833333,-97.05166667,32.5,Recruit,0,0
19990101CXS01,1987-1999,Winter,Fresh Dead,Inshore,26.39333333,-97.325,32.8,Recruit,0,0
19990525TPW01,1987-1999,Spring,Fresh Dead,Inshore,26.055,-97.19666667,32.8,Recruit,17,1.47
19990105JPB01,1987-1999,Winter,Fresh Dead,Inshore,26.06166667,-97.16,35.4,Transitional,0,0
19990513TPW01,1987-1999,Spring,Fresh Dead,Inshore,26.055,-97.19666667,35.7,Transitional,0,0
19990108AXW01,1987-1999,Winter,Fresh Dead,Inshore,27.61333333,-97.25166667,36.7,Transitional,0,0
20000706AFA01,2000-2009,Summer,Fresh Dead,Inshore,27.835,-97.045,24.7,Pelagic,0,0
20010509AFA01,2000-2009,Spring,Fresh Dead,Inshore,27.83833333,-97.05333333,32.6,Recruit,0,0
20010105PAB04,2000-2009,Winter,Fresh Dead,Inshore,27.075,-97.44333333,32.8,Recruit,0,0
20070120JAG28,2000-2009,Winter,Fresh Dead,Inshore,26.1037,-97.1739,24.5,Pelagic,2,0.12
20070121JAG13,2000-2009,Winter,Fresh Dead,Inshore,26.1037,-97.1739,25.8,Recruit,0,0
20070127JAG01,2000-2009,Winter,Fresh Dead,Inshore,26.0876,-97.166,25.9,Recruit,0,0
20070605AFA01,2000-2009,Summer,Fresh Dead,Inshore,27.8257,-97.1882,26.5,Recruit,0,0
20070806AFA01,2000-2009,Summer,Fresh Dead,Inshore,27.8415,-97.0633,27.6,Recruit,2,0.001
20070123JAG02,2000-2009,Winter,Fresh Dead,Inshore,26.0784,-97.2044,28.1,Recruit,2,0.001
20070125GHB02,2000-2009,Winter,Fresh Dead,Inshore,26.0706,-97.2007,30,Recruit,0,0
20070121JAG15,2000-2009,Winter,Fresh Dead,Inshore,26.1037,-97.1739,31.4,Recruit,0,0
20070128JAG04,2000-2009,Winter,Fresh Dead,Inshore,26.1392,-97.1746,31.5,Recruit,0,0
20071030JXH01,2000-2009,Fall,Fresh Dead,Inshore,28.75028,-95.6933,31.6,Recruit,0,0
20070711LXG01,2000-2009,Summer,Fresh Dead,Inshore,26.1366,-97.172,32.3,Recruit,20,0.67
20070121JAG16,2000-2009,Winter,Fresh Dead,Inshore,26.064,-97.15439,33.7,Recruit,0,0
20070530JMS01,2000-2009,Spring,Fresh Dead,Inshore,26.1391,-97.2617,38.5,Transitional,0,0
20070206LGS01,2000-2009,Winter,Fresh Dead,Inshore,26.0851,-97.2636,40.9,Transitional,0,0
20070126LXG01,2000-2009,Winter,Fresh Dead,Inshore,26.1037,-97.1739,41.2,Transitional,0,0
20070125JAG02,2000-2009,Winter,Fresh Dead,Inshore,26.0773,-97.168,42.1,Transitional,0,0
20070612JAG01,2000-2009,Summer,Fresh Dead,Inshore,26.1202,-97.2233,44.5,Transitional,0,0
20070127JAG02,2000-2009,Winter,Fresh Dead,Inshore,26.0363,-97.1835,44.5,Transitional,0,0
20070130JAG01,2000-2009,Winter,Fresh Dead,Inshore,26.2099,-97.1928,67.6,Subadult,0,0
20080930LGS01,2000-2009,Fall,Fresh Dead,Inshore,26.0688,-97.1631,33.2,Recruit,7,0.31
20080211CLC01,2000-2009,Winter,Fresh Dead,Inshore,27.6571,-97.2607,45.6,Subadult,6,0.001
20190430RHG02,2019,Spring,Fresh Dead,Inshore,27.61522,-97.20329,23.1,Pelagic,3,0.02
20190522TPW01,2019,Spring,Fresh Dead,Inshore,27.674167,-97.268611,23.5,Pelagic,2,0.001
20190618MAW01,2019,Summer,Fresh Dead,Inshore,27.837367,-97.227742,24.1,Pelagic,0,0
20190704AMW01,2019,Summer,Fresh Dead,Inshore,27.834519,-97.044355,24.3,Pelagic,1,0.001
20190724GAC01,2019,Summer,Fresh Dead,Inshore,27.61422,-97.20285,25.7,Recruit,0,0
20191117JAG02,2019,Fall,Fresh Dead,Inshore,26.133129,-97.174931,26.2,Recruit,0,0
20190629RJO01,2019,Summer,Fresh Dead,Inshore,27.8296,-97.3808,26.4,Recruit,3,0.04
20191101RHG01,2019,Fall,Fresh Dead,Inshore,27.8379741,-97.050748,26.8,Recruit,3,0.001
20190429TPW01,2019,Spring,Fresh Dead,Inshore,27.933888,-97.086388,27.1174,Recruit,0,0
20190718BMB01,2019,Summer,Fresh Dead,Inshore,27.8155,-97.4008,31.3,Recruit,1,0.001
20190522TPW02,2019,Spring,Fresh Dead,Inshore,27.674444,-97.26889,32.4,Recruit,2,0.05
20190604TPW02,2019,Summer,Fresh Dead,Inshore,29.50444444,-94.94888889,32.9,Recruit,12,0.001
20190703JNZ01,2019,Summer,Fresh Dead,Inshore,27.8734,-97.3105,33.5,Recruit,0,0
20190225CTG01,2019,Winter,Fresh Dead,Inshore,26.069242,-97.15782,36.6,Transitional,0,0
20190726TPW01,2019,Summer,Fresh Dead,Inshore,28.026047,-97.045614,37.183,Transitional,15,0.04
20190504MAD02,2019,Spring,Fresh Dead,Inshore,26.08094,-97.24617,39.4,Transitional,0,0
20190504MAW01,2019,Spring,Fresh Dead,Inshore,27.958562,-97.099303,55.5,Subadult,0,0
19880423AFA01,1987-1999,Spring,Moderate Decomposition,Inshore,27.83833333,-97.05166667,29.4,Recruit,2,0.08
19890823HXN01,1987-1999,Summer,Moderate Decomposition,Inshore,26.06666667,-97.16666667,60.4,Subadult,0,0
19900110FWJ01,1987-1999,Winter,Moderate Decomposition,Inshore,26.07,-97.15833333,35.6,Transitional,0,0
19900115JKH01,1987-1999,Winter,Moderate Decomposition,Inshore,27.76666667,-97.38333333,38.9538,Transitional,0,0
19900110DXS01,1987-1999,Winter,Moderate Decomposition,Inshore,27.63333333,-97.26666667,40.445,Transitional,0,0
19900108KXB01,1987-1999,Winter,Moderate Decomposition,Inshore,27.14666667,-97.43833333,52.3,Subadult,0,0
19911114AFA01,1987-1999,Fall,Moderate Decomposition,Inshore,27.83833333,-97.05333333,24.6,Pelagic,6,0.09
19930726AFA01,1987-1999,Summer,Moderate Decomposition,Inshore,27.85166667,-97.05833333,18.1,Pelagic,0,0
19930625AFA02,1987-1999,Summer,Moderate Decomposition,Inshore,27.83666667,-97.05333333,29.9,Recruit,4,0.62
19940520AFA01,1987-1999,Spring,Moderate Decomposition,Inshore,27.89666667,-97.13666667,26.2,Recruit,0,0
19940716AFA02,1987-1999,Summer,Moderate Decomposition,Inshore,27.84,-97.05333333,29.5,Recruit,0,0
19940531AFA01,1987-1999,Spring,Moderate Decomposition,Inshore,27.84,-97.055,29.9,Recruit,4,0.06
19940919AFA01,1987-1999,Fall,Moderate Decomposition,Inshore,27.82333333,-97.16333333,35.7,Transitional,1,0.01
19940929KXM01,1987-1999,Fall,Moderate Decomposition,Inshore,28.02333333,-97.04833333,36.9,Transitional,5,0.02
19941115DBP01,1987-1999,Fall,Moderate Decomposition,Inshore,28.05666667,-97.03333333,39.7,Transitional,0,0
19950711TJC01,1987-1999,Summer,Moderate Decomposition,Inshore,27.83333333,-97.04166667,32.3,Recruit,0,0
19950808TXC01,1987-1999,Summer,Moderate Decomposition,Inshore,27.81666667,-97.2,66.8,Subadult,0,0
19960210BXG01,1987-1999,Winter,Moderate Decomposition,Inshore,26.05833333,-97.17166667,22,Pelagic,0,0
19960601AFA01,1987-1999,Summer,Moderate Decomposition,Inshore,27.82166667,-97.215,31.1,Recruit,3,0.01
19960718CXF01,1987-1999,Summer,Moderate Decomposition,Inshore,27.85333333,-97.355,31.5,Recruit,1,0.02
19970514AXB01,1987-1999,Spring,Moderate Decomposition,Inshore,28.025,-97.04833333,29,Recruit,20,1
19970519AFA02,1987-1999,Spring,Moderate Decomposition,Inshore,27.83833333,-97.05333333,36.6,Transitional,0,0
19980621AFA01,1987-1999,Summer,Moderate Decomposition,Inshore,27.83833333,-97.05166667,57.2,Subadult,0,0
19990117CXF01,1987-1999,Winter,Moderate Decomposition,Inshore,27.47333333,-97.30833333,35.8,Transitional,0,0
19990826NXK01,1987-1999,Summer,Moderate Decomposition,Inshore,26.60666667,-97.34666667,43,Transitional,0,0
19991029AFA02,1987-1999,Fall,Moderate Decomposition,Inshore,27.84166667,-97.05333333,45.6,Subadult,0,0
20020502JXG01,2000-2009,Spring,Moderate Decomposition,Inshore,28.022,-97.047,41,Transitional,1,0.3
20021101AFA01,2000-2009,Fall,Moderate Decomposition,Inshore,27.875,-97.093,61,Subadult,0,0
20071026AFA01,2000-2009,Fall,Moderate Decomposition,Inshore,27.8385,-97.0515,29.4,Recruit,2,0.001
20071207KLM01,2000-2009,Winter,Moderate Decomposition,Inshore,28.0257,-97.0471,30.5,Recruit,0,0
20071028AFA01,2000-2009,Fall,Moderate Decomposition,Inshore,27.8375,-97.0531,33.6,Recruit,0,0
20070202JAG03,2000-2009,Winter,Moderate Decomposition,Inshore,26.143,-97.2316,36.9,Transitional,0,0
20070401AFA01,2000-2009,Spring,Moderate Decomposition,Inshore,27.7729,-97.388,39.7,Transitional,3,0.08
20070105LXG01,2000-2009,Winter,Moderate Decomposition,Inshore,26.0996,-97.1639,57.4,Subadult,0,0
20081026AMM01,2000-2009,Fall,Moderate Decomposition,Inshore,26.0791,-97.2075,57.7,Subadult,0,0
20090109AMM01,2000-2009,Winter,Moderate Decomposition,Inshore,26.0683,-97.165,31,Recruit,1,0.001
20190701RHG03,2019,Summer,Moderate Decomposition,Inshore,27.61633,-97.208,25.3,Recruit,5,0.01
20190724LRP01,2019,Summer,Moderate Decomposition,Inshore,27.619724,-97.213951,27.1,Recruit,5,0.04
20190408AMO01,2019,Spring,Moderate Decomposition,Inshore,27.841934,-97.058559,27.2,Recruit,0,0
20191218MJE01,2019,Winter,Moderate Decomposition,Inshore,27.635435,-97.241715,28.5,Recruit,4,0.02
20190405AMO01,2019,Spring,Moderate Decomposition,Inshore,27.836408,-97.048058,31.7,Recruit,0,0
20191127PXA01,2019,Fall,Moderate Decomposition,Inshore,26.067578,-97.154226,35.2,Transitional,0,0
20190220AKT01,2019,Winter,Moderate Decomposition,Inshore,27.83994,-97.069849,46.7,Subadult,3,0.16
20190402JNZ01,2019,Spring,Moderate Decomposition,Inshore,27.7401,-97.3673,48.4,Subadult,0,0
20190105AMW01,2019,Winter,Moderate Decomposition,Inshore,27.6984,-97.2595,49.5,Subadult,0,0
20190401AMO01,2019,Spring,Moderate Decomposition,Inshore,27.839231,-97.070073,52.5,Subadult,0,0
20190817JKL01,2019,Summer,Moderate Decomposition,Inshore,27.82485,-97.139667,53.2,Subadult,0,0
20190316LES01,2019,Spring,Moderate Decomposition,Inshore,26.070024,-97.201653,60.7,Subadult,0,0
19930625AFA01,1987-1999,Summer,Alive,Offshore,27.83333333,-97.045,18.6,Pelagic,24,0.41
19940929AFA01,1987-1999,Fall,Alive,Offshore,27.83333333,-97.04333333,25.4,Recruit,78,2.44
19940716AFA03,1987-1999,Summer,Alive,Offshore,27.675,-97.16666667,30,Recruit,2,0.07
19941213AFA01,1987-1999,Winter,Alive,Offshore,27.82666667,-97.055,37.9,Transitional,0,0
19960815DJS01,1987-1999,Summer,Alive,Offshore,27.16,-97.37166667,86,Subadult,0,0
19980504AFA01,1987-1999,Spring,Alive,Offshore,27.63833333,-97.19,28.2,Recruit,6,0.18
19991130KSO01,1987-1999,Fall,Alive,Offshore,26.58666667,-97.28333333,23.7,Pelagic,0,0
19991119AFA01,1987-1999,Fall,Alive,Offshore,27.76666667,-97.105,25.4,Recruit,0,0
19991122AFA01,1987-1999,Fall,Alive,Offshore,28.01166667,-96.90666667,28.5,Recruit,0,0
20000510JXL01,2000-2009,Spring,Alive,Offshore,27.375,-97.31666667,26.5,Recruit,0,0
20000409TJS01,2000-2009,Spring,Alive,Offshore,27.51833333,-97.25166667,27.7,Recruit,0,0
20000328DJS01,2000-2009,Spring,Alive,Offshore,27.53,-97.24666667,29.5,Recruit,0,0
20001201AFA01,2000-2009,Winter,Alive,Offshore,27.83333333,-97.04333333,35.1,Transitional,0,0
20011201AFA01,2000-2009,Winter,Alive,Offshore,27.95833333,-96.95833333,31.3,Recruit,2,0.07
20070114LXA01,2000-2009,Winter,Alive,Offshore,26.0641,-97.151,26.3,Recruit,61,1.85
20070509AFA08,2000-2009,Spring,Alive,Offshore,27.67355,-97.1679,28.4,Recruit,14,1.19
20070509AFA06,2000-2009,Spring,Alive,Offshore,27.67355,-97.16797,28.8,Recruit,17,0.22
20070523MXB01,2000-2009,Spring,Alive,Offshore,28.22316,-96.63109,29.3,Recruit,18,0.6
20070915AFA01,2000-2009,Fall,Alive,Offshore,27.8218,-97.0591,32.6,Recruit,0,0
20070206AFA01,2000-2009,Winter,Alive,Offshore,27.5807,-97.2193,36.3,Transitional,3,0.17
20090529AFA01,2000-2009,Spring,Alive,Offshore,27.6946,-97.1553,15.8,Pelagic,13,0.36
20090221TTW01,2000-2009,Winter,Alive,Offshore,26.5178,-97.2592,23.8,Pelagic,0,0
20190701RHG04,2019,Summer,Alive,Offshore,27.6313462,-97.1937288,22.3,Pelagic,16,0.04
20190528KNS01,2019,Spring,Alive,Offshore,27.8275273,-97.0532418,22.3642,Pelagic,3,0.001
20190423LES03,2019,Spring,Alive,Offshore,26.076675,-97.157279,22.8,Pelagic,1,0.001
20190523EAE39,2019,Spring,Alive,Offshore,27.61402,-97.20194,24.3,Pelagic,21,0.22
20190427BKD01,2019,Spring,Alive,Offshore,27.0462,-97.379097,24.6,Pelagic,2,0.001
20190531AMO03,2019,Spring,Alive,Offshore,27.833489,-97.042609,24.8,Pelagic,6,0.08
20190612HSL02,2019,Summer,Alive,Offshore,27.50105,-97.26199,25.2,Recruit,0,0
20190510HRF01,2019,Spring,Alive,Offshore,27.6123029,-97.2039,25.3,Recruit,20,0.38
20190517CXG01,2019,Spring,Alive,Offshore,26.93025,-97.37325,25.5,Recruit,52,4.01
20190524NFP02,2019,Spring,Alive,Offshore,27.833497,-97.044308,26,Recruit,8,0.41
20190615GXG01,2019,Summer,Alive,Offshore,27.668118,-97.172375,26.1,Recruit,2,0.001
20190601NFP03,2019,Summer,Alive,Offshore,27.83386,-97.04342,26.5,Recruit,38,0.93
20190620RHG01,2019,Summer,Alive,Offshore,27.83474,-97.04619,26.7,Recruit,3,0.08
20190523EAE21,2019,Spring,Alive,Offshore,27.61402,-97.20194,27.1,Recruit,13,0.06
20190406MNA01,2019,Spring,Alive,Offshore,26.72032,-97.32878,27.1,Recruit,1,1.27
20190704AMO01,2019,Summer,Alive,Offshore,27.65808,-97.17856,27.4,Recruit,1,0.01
20190703AMW01,2019,Summer,Alive,Offshore,27.823,-97.058582,27.4,Recruit,1,0.001
20190620JWT01,2019,Summer,Alive,Offshore,27.891522,-97.015728,27.4,Recruit,5,0.18
20190708CXP01,2019,Summer,Alive,Offshore,27.71402,-97.1492,28.1,Recruit,4,0.05
20190809AMW02,2019,Summer,Alive,Offshore,27.830814,-97.037904,28.9,Recruit,11,0.27
20190208MAD01,2019,Winter,Alive,Offshore,26.118588,-97.165223,40.6,Transitional,0,0
20191125PXA01,2019,Fall,Alive,Offshore,26.06646,-97.12807,48.5,Subadult,0,0
20190317KBJ01,2019,Spring,Alive,Offshore,26.1349,-97.1674,50.3,Subadult,0,0
19871201RXK01,1987-1999,Winter,Fresh Dead,Offshore,27.835,-97.045,27.2,Recruit,9,0.3
19870504RSB01,1987-1999,Spring,Fresh Dead,Offshore,26.075,-97.15666667,41.9,Transitional,22,0.5
19900430LLM04,1987-1999,Spring,Fresh Dead,Offshore,27.52666667,-97.24833333,25.2,Recruit,4,0.11
19900430LLM03,1987-1999,Spring,Fresh Dead,Offshore,27.63,-97.195,29.5,Recruit,1,0.001
19930507DLE01,1987-1999,Spring,Fresh Dead,Offshore,27.63833333,-97.19,16.1,Pelagic,14,0.45
19940918AFA01,1987-1999,Fall,Fresh Dead,Offshore,27,-96.75,7.3,Pelagic,8,0.06
19940701BXH01,1987-1999,Summer,Fresh Dead,Offshore,27.175,-97.37,29,Recruit,8,0.08
19940404MXD02,1987-1999,Spring,Fresh Dead,Offshore,27.41833333,-97.3,31.6,Recruit,6,0.46
19941024JLM01,1987-1999,Fall,Fresh Dead,Offshore,26.07,-97.155,33.2,Recruit,4,0.3
19940516DJS01,1987-1999,Spring,Fresh Dead,Offshore,26.62166667,-97.295,41,Transitional,0,0
19960324CXF01,1987-1999,Spring,Fresh Dead,Offshore,27.23333333,-97.35833333,25,Recruit,12,0.51
19960504CJL01,1987-1999,Spring,Fresh Dead,Offshore,27.44333333,-97.28833333,27,Recruit,24,1.37
19960407KXJ01,1987-1999,Spring,Fresh Dead,Offshore,27.175,-97.37,28,Recruit,2,0.18
19960629AFA01,1987-1999,Summer,Fresh Dead,Offshore,27.825,-97.05666667,29.5,Recruit,0,0
19960723AFA01,1987-1999,Summer,Fresh Dead,Offshore,27.83,-97.05,29.7,Recruit,12,0.4
19960820AFA01,1987-1999,Summer,Fresh Dead,Offshore,27.71333333,-97.14333333,30.1,Recruit,0,0
19960923AFA01,1987-1999,Fall,Fresh Dead,Offshore,27.825,-97.05666667,31.6,Recruit,1,0.07
19960912DLE01,1987-1999,Fall,Fresh Dead,Offshore,26.563025,-96.95007,32,Recruit,0,0
19960728AFA01,1987-1999,Summer,Fresh Dead,Offshore,27.675,-97.165,32.2,Recruit,0,0
19960419AFA01,1987-1999,Spring,Fresh Dead,Offshore,27.78833333,-97.08833333,34,Recruit,0,0
19960917DLE01,1987-1999,Fall,Fresh Dead,Offshore,NA,NA,34.7,Recruit,5,0.15
19960219GXC01,1987-1999,Winter,Fresh Dead,Offshore,26.79166667,-97.34666667,35,Transitional,0,0
19960118UTP01,1987-1999,Winter,Fresh Dead,Offshore,26,-97,46.5,Subadult,0,0
19971114AFA01,1987-1999,Fall,Fresh Dead,Offshore,27.835,-97.045,23.4,Pelagic,75,5.47
19971104AFA01,1987-1999,Fall,Fresh Dead,Offshore,27.805,-97.075,42,Transitional,0,0
19980518AFA01,1987-1999,Spring,Fresh Dead,Offshore,27.82833333,-97.05333333,25.3,Recruit,0,0
19980411DJS01,1987-1999,Spring,Fresh Dead,Offshore,26.84333333,-97.36,25.7,Recruit,0,0
19980908AFA01,1987-1999,Fall,Fresh Dead,Offshore,27.80333333,-97.07666667,27.9,Recruit,0,0
19991126ELM01,1987-1999,Fall,Fresh Dead,Offshore,26.78333333,-97.345,24.7,Pelagic,0,0
19991225AFA01,1987-1999,Winter,Fresh Dead,Offshore,27.32166667,-97.335,25.2,Recruit,0,0
19990723GXG01,1987-1999,Summer,Fresh Dead,Offshore,26.575,-97.27833333,30.7,Recruit,0,0
19990624MXB01,1987-1999,Summer,Fresh Dead,Offshore,26.70666667,-97.32333333,34.5,Recruit,0,0
20000604AFA02,2000-2009,Summer,Fresh Dead,Offshore,27.81833333,-97.06333333,23.8,Pelagic,0,0
20000407CXR01,2000-2009,Spring,Fresh Dead,Offshore,27.275,-97.34833333,25.8,Recruit,0,0
20000521AFA01,2000-2009,Spring,Fresh Dead,Offshore,27.82666667,-97.055,25.9,Recruit,0,0
20000308PXB01,2000-2009,Spring,Fresh Dead,Offshore,27.425,-97.29666667,26.2,Recruit,0,0
20010507TXS01,2000-2009,Spring,Fresh Dead,Offshore,27.46666667,-97.27833333,14.7,Pelagic,0,0
20020525CFW01,2000-2009,Spring,Fresh Dead,Offshore,26.074,-97.157,27.5,Recruit,0,0
20070123JAG03,2000-2009,Winter,Fresh Dead,Offshore,26.0384,-97.1528,23.9,Pelagic,43,1.46
20070314DJW01,2000-2009,Spring,Fresh Dead,Offshore,26.2289,-97.1807,25.2,Recruit,44,2.58
